id,first_name,last_name,email,gender,date_of_birth,position,salary
973,Chrysler,Addicott,caddicottr0@tumblr.com,Female,2023-12-08,waiter,45206
974,Cesar,Fery,cferyr1@blogtalkradio.com,Male,2023-08-28,waiter,57313
975,Ardath,Heilds,aheildsr2@utexas.edu,Female,2023-10-27,chef,43138
976,Yves,Smalles,ysmallesr3@nsw.gov.au,Male,2023-11-16,chef,44918
977,Tamra,Mitchely,tmitchelyr4@sciencedirect.com,Female,2023-06-17,chef,69123
978,Nicolle,Godfery,ngodferyr5@tumblr.com,Non-binary,2023-06-28,waiter,54651
979,Jaime,Clears,jclearsr6@nytimes.com,Female,2023-09-15,chef,69257
980,Billie,Maffy,bmaffyr7@techcrunch.com,Male,2023-08-16,waiter,73253
981,Suki,Elderidge,selderidger8@ask.com,Genderqueer,2023-09-06,chef,75174
982,Sterne,Timbs,stimbsr9@elpais.com,Male,2023-08-28,waiter,79415
983,Berkeley,Lugard,blugardra@google.co.uk,Male,2024-04-05,chef,26734
984,Wheeler,Piatti,wpiattirb@com.com,Male,2023-10-31,chef,70284
985,Harvey,Simants,hsimantsrc@ow.ly,Male,2023-05-19,chef,72904
986,Orv,Hiner,ohinerrd@tumblr.com,Male,2023-11-05,waiter,59306
987,Aurore,Lamberton,alambertonre@kickstarter.com,Female,2023-06-25,waiter,25905
988,Clevey,Stobo,cstoborf@princeton.edu,Male,2023-09-09,manager,42501
989,Ailsun,Baselio,abaseliorg@tinyurl.com,Female,2024-01-20,waiter,49789
990,Carlene,De Bernardis,cdebernardisrh@abc.net.au,Female,2023-12-11,chef,73746
991,Ollie,Archbold,oarchboldri@xinhuanet.com,Male,2023-12-10,chef,24772
992,Silvio,Gillow,sgillowrj@sohu.com,Male,2023-11-09,waiter,47911
993,Kain,MacKowle,kmackowlerk@mediafire.com,Male,2023-06-22,waiter,73871
994,Benson,Turbitt,bturbittrl@google.ru,Male,2023-09-07,chef,30641
995,Goldie,Schimoni,gschimonirm@ucsd.edu,Female,2023-06-16,waiter,75656
996,Odille,Forbear,oforbearrn@statcounter.com,Female,2023-06-10,waiter,28433
997,Marv,Jenicke,mjenickero@google.fr,Genderfluid,2024-01-04,waiter,21916
998,Steven,Corsham,scorshamrp@msn.com,Male,2023-10-14,waiter,38594
999,Jacquette,Gander,jganderrq@arstechnica.com,Female,2023-12-01,waiter,53746
1000,Basile,MacCaughey,bmaccaugheyrr@amazon.com,Male,2023-06-10,waiter,50324
